transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name,year_month
T11936,U022,2022-11-26,Expense,Food,1424.0,Crd,LUC,Petrol,2022,11,nov.,2022-11
T5669,U109,2024-07-27,Income,Bonus,76157.0,Card,hyderabad,Online course,2024,7,jul.,2024-07
T6094,U149,2021-12-07,Expense,Rent,5906.0,Card,chennai,Train ticket,2021,12,dic.,2021-12
T3485,U050,2021-04-08,Expense,Health,898.0,Cash,Bangalore,Online course,2021,4,abr.,2021-04
T2311,U025,2022-04-24,Expense,Education,9248.0,Crd,Jaipur,Internet bill,2022,4,abr.,2022-04
T9907,U010,2024-08-07,Expense,Entertainment,2869.0,Cash,KOLKATA,Coffee,2024,8,ago.,2024-08
T0326,U112,2024-04-26,Income,Others,593515.0,Bank_Transfer,DELHI,asdfgh,2024,4,abr.,2024-04
T3007,U057,2021-01-20,Income,Others,33910.0,Card,,Grocery shopping,2021,1,ene.,2021-01
T2081,U033,2022-10-13,Expense,Rent,17003.0,Card,JAI,Shopping,2022,10,oct.,2022-10
T13742,U022,2022-10-01,Expense,Utilities,8898.0,Card,Hyderabad,xyz123,2022,10,oct.,2022-10
T7707,U025,2024-06-15,Expense,Food,3925.0,UPI,Kolkata,Coffee,2024,6,jun.,2024-06
T8629,U036,2021-04-18,Expense,Rent,8256.0,Crd,DEL,misc,2021,4,abr.,2021-04
T10196,U027,2024-05-14,Income,Investment,61285.0,Card,delhi,EMI payment,2024,5,may.,2024-05
T10823,U117,2022-03-08,Expense,Rent,8344.0,Cash,delhi,Movie tickets,2022,3,mar.,2022-03
T2214,U055,2021-12-21,Expense,Education,2176.0,Bank Transfer,delhi,,2021,12,dic.,2021-12
T1115,U035,2023-03-21,Expense,Travel,6398.0,Bank Transfer,AHMEDABAD,Monthly rent payment,2023,3,mar.,2023-03
T4654,U123,2021-10-30,Expense,Rent,5527.0,UPI,,Coffee,2021,10,oct.,2021-10
T3004,U037,2021-01-16,Income,Others,36201.0,Cash,hyderabad,asdfgh,2021,1,ene.,2021-01
T2301,U038,2024-09-20,Expense,Entertainment,5026.0,Bank Transfer,,test,2024,9,sep.,2024-09
T2114,U030,2022-10-02,Expense,Utilities,3520.0,Card,Pune,Electricity bill,2022,10,oct.,2022-10
T8686,U059,2022-03-25,Expense,Utilities,4985.0,Cash,Jaipur,EMI payment,2022,3,mar.,2022-03
T6604,U036,2024-02-07,Expense,Utilities,2581.0,Card,ahmedabad,!!!,2024,2,feb.,2024-02
T0020,U018,2022-07-26,Expense,Food,552.0,UPI,PUN,,2022,7,jul.,2022-07
T8565,U108,2024-02-25,Expense,Food,4433.0,UPI,,Medicine,2024,2,feb.,2024-02
T3046,U050,2024-08-28,Expense,Travel,-500.0,Card,mumbai,...,2024,8,ago.,2024-08
T13163,U105,2024-04-10,Expense,Health,7451.0,Cash,Ahmedabad,test,2024,4,abr.,2024-04
T13173,U040,2024-06-08,Expense,Travel,4835.0,UPI,,Gym membership,2024,6,jun.,2024-06
T10204,U088,2024-04-08,Expense,Rent,5256.0,Bank_Transfer,Ahmedabad,Books,2024,4,abr.,2024-04
T9524,U117,2024-02-05,Expense,Food,9335.0,UPI,ahmedabad,Fixed deposit,2024,2,feb.,2024-02
T5989,U110,2022-02-26,Expense,Travel,6037.0,Bank Transfer,JAIPUR,Medicine,2022,2,feb.,2022-02
T8794,U112,2021-06-15,Expense,Food,999999999.0,Card,CHE,Petrol,2021,6,jun.,2021-06
T3596,U006,2021-07-13,Income,Salary,70160.0,Bank_Transfer,BANGALORE,Internet bill,2021,7,jul.,2021-07
T11066,U126,2023-06-17,Income,Salary,57365.0,Cash,AHMEDABAD,test,2023,6,jun.,2023-06
T0115,U098,2022-10-15,Expense,Utilities,7858.0,Card,JAI,!!!,2022,10,oct.,2022-10
T5250,U028,2023-11-28,Expense,Food,2685.0,Unknown,,,2023,11,nov.,2023-11
T12404,U027,2023-05-23,Expense,Utilities,4805.0,Card,BAN,Grocery shopping,2023,5,may.,2023-05
T7006,U145,2024-12-25,Expense,Travel,9255.0,Card,Kolkata,xyz123,2024,12,dic.,2024-12
T13075,U067,2021-02-03,Expense,Food,1238.0,Cash,kolkata,asdfgh,2021,2,feb.,2021-02
T13450,U058,2022-05-05,Expense,Health,1346.0,Bank Transfer,jaipur,Movie tickets,2022,5,may.,2022-05
T10630,U074,2023-12-02,Expense,Entertainment,7532.0,Cash,delhi,Restaurant dinner,2023,12,dic.,2023-12
T13098,U074,2024-08-13,Expense,Travel,1434.0,UPI,Kolkata,Train ticket,2024,8,ago.,2024-08
T8378,U080,2022-11-15,Expense,Food,2193.0,Cash,,...,2022,11,nov.,2022-11
T4641,U029,2024-06-28,Expense,Rent,6471.0,Cash,Pune,Shopping,2024,6,jun.,2024-06
T8918,U106,2022-12-21,Income,Freelance,184818.0,UPI,PUN,Fixed deposit,2022,12,dic.,2022-12
T3807,U012,2023-07-14,Expense,Utilities,9822.0,Card,KOL,Lunch,2023,7,jul.,2023-07
T0096,U028,2022-06-26,Expense,Rent,9304.0,Bank_Transfer,LUC,Restaurant dinner,2022,6,jun.,2022-06
T13201,U025,2023-03-07,Expense,Education,4600.0,Bank Transfer,PUNE,ATM withdrawal,2023,3,mar.,2023-03
T8190,U064,2023-06-25,Expense,Entertainment,1248.0,Card,HYDERABAD,Lunch,2023,6,jun.,2023-06
T5990,U128,2021-04-03,Expense,Rent,3260.0,Crd,JAIPUR,Books,2021,4,abr.,2021-04
T5041,U003,2021-07-02,Expense,Entertainment,4439.0,UPI,AHM,misc,2021,7,jul.,2021-07
T2074,U096,2022-02-03,Expense,Entertainment,9689.0,Crd,DEL,test,2022,2,feb.,2022-02
T2804,U011,2021-12-20,Expense,Others,1608.0,Unknown,Delhi,,2021,12,dic.,2021-12
T10636,U095,2023-06-20,Expense,Utilities,4135.0,Cash,mumbai,misc,2023,6,jun.,2023-06
T9028,U075,2022-12-08,Expense,Travel,2030.0,Bank Transfer,Ahmedabad,Restaurant dinner,2022,12,dic.,2022-12
T3165,U087,2022-06-22,Expense,Food,6187.0,UPI,delhi,asdfgh,2022,6,jun.,2022-06
T3036,U112,2022-02-11,Expense,Education,6883.0,Bank Transfer,Hyderabad,Movie tickets,2022,2,feb.,2022-02
T7133,U136,2024-12-31,Expense,Food,0.0,Crd,LUC,test,2024,12,dic.,2024-12
T2911,U130,2021-01-30,Expense,Entertainment,4771.0,Unknown,chennai,...,2021,1,ene.,2021-01
T0367,U099,2024-12-05,Expense,Rent,0.0,UPI,CHE,EMI payment,2024,12,dic.,2024-12
T0638,U021,2023-06-07,Expense,Utilities,8933.0,UPI,PUN,Lunch,2023,6,jun.,2023-06
T10645,U078,2024-03-18,Expense,Rent,19183.0,Bank Transfer,BAN,Uber ride,2024,3,mar.,2024-03
T11344,U079,2024-08-22,Expense,Food,239.0,Unknown,JAI,Uber ride,2024,8,ago.,2024-08
T8795,U122,2024-08-25,Expense,Education,8854.0,UPI,JAI,Doctor consultation,2024,8,ago.,2024-08
T2557,U075,2021-04-19,Expense,Travel,903.0,UPI,Lucknow,Internet bill,2021,4,abr.,2021-04
T6585,U076,2022-11-22,Expense,Rent,4676.0,Bank Transfer,mumbai,Movie tickets,2022,11,nov.,2022-11
T11353,U008,2021-01-14,Expense,Education,6388.0,Banktransfer,AHMEDABAD,!!!,2021,1,ene.,2021-01
T3660,U140,2024-10-17,Income,Investment,25994.0,UPI,Jaipur,EMI payment,2024,10,oct.,2024-10
T7006,U145,2024-12-25,Expense,Travel,9255.0,Card,Kolkata,xyz123,2024,12,dic.,2024-12
T11362,U037,2021-07-14,Income,Investment,41576.0,UPI,MUM,,2021,7,jul.,2021-07
T12854,U029,2022-02-19,Income,Investment,32948.0,Unknown,AHMEDABAD,Internet bill,2022,2,feb.,2022-02
T9648,U044,2021-09-25,Expense,Food,4002.0,Unknown,Jaipur,,2021,9,sep.,2021-09
T6548,U005,2022-03-27,Expense,Entertainment,8754.0,Card,KOLKATA,asdfgh,2022,3,mar.,2022-03
T0943,U034,2024-02-08,Expense,Food,4193.0,UPI,Lucknow,Monthly rent payment,2024,2,feb.,2024-02
T5568,U099,2021-10-16,Expense,Rent,716.0,Cash,Pune,Doctor consultation,2021,10,oct.,2021-10
T11749,U120,2024-06-01,Expense,Food,4321.0,Unknown,lucknow,Train ticket,2024,6,jun.,2024-06
T3251,U038,2021-08-13,Expense,Food,3906.0,Bank Transfer,DEL,!!!,2021,8,ago.,2021-08
T2091,U113,2024-04-01,Expense,Health,8309.0,Cash,CHENNAI,ATM withdrawal,2024,4,abr.,2024-04
T8125,U147,2023-06-16,Expense,Unknown,3607.0,Bank Transfr,PUN,Restaurant dinner,2023,6,jun.,2023-06
T2213,U130,2023-05-15,Expense,Food,4784.0,Cash,JAI,Grocery shopping,2023,5,may.,2023-05
T5769,U098,2023-01-20,Expense,Education,1657.0,Cash,pune,Online course,2023,1,ene.,2023-01
T5242,U032,2021-08-04,Expense,Travel,9659.0,Crd,ahmedabad,Medicine,2021,8,ago.,2021-08
T11300,U129,2024-11-03,Expense,Rent,6025.0,UPI,hyderabad,Grocery shopping,2024,11,nov.,2024-11
T3249,U010,2024-08-23,Income,Others,57012.0,Bank Transfer,KOLKATA,Movie tickets,2024,8,ago.,2024-08
T9493,U029,2023-10-22,Expense,Savings,782.0,Bank_Transfer,AHMEDABAD,Coffee,2023,10,oct.,2023-10
T13227,U007,2023-12-09,Expense,Food,7409.0,UPI,MUMBAI,Online course,2023,12,dic.,2023-12
T0967,U068,2024-04-10,Expense,Food,5031.0,Cash,CHENNAI,,2024,4,abr.,2024-04
T11354,U149,2023-01-13,Expense,Travel,3257.0,UPI,hyderabad,Doctor consultation,2023,1,ene.,2023-01
T9083,U066,2023-03-21,Expense,Rent,8901.0,Unknown,hyderabad,Uber ride,2023,3,mar.,2023-03
T2392,U048,2023-09-11,Income,Investment,64214.0,UPI,PUN,xyz123,2023,9,sep.,2023-09
T2506,U013,2022-12-31,Expense,Travel,8023.0,Card,HYD,Gym membership,2022,12,dic.,2022-12
T10410,U028,2022-10-21,Expense,Travel,3541.0,Bank Transfer,PUNE,test,2022,10,oct.,2022-10
T1943,U131,2023-01-05,Expense,Travel,1426.0,UPI,PUNE,Internet bill,2023,1,ene.,2023-01
T0423,U108,2022-06-02,Expense,Food,6096.0,Cash,Jaipur,Monthly rent payment,2022,6,jun.,2022-06
T7430,U056,2023-10-10,Expense,Rent,41043.0,Cash,DELHI,Gym membership,2023,10,oct.,2023-10
T6045,U062,2024-05-18,Expense,Food,3341.0,Bank Transfer,BAN,ATM withdrawal,2024,5,may.,2024-05
T13907,U091,2024-11-28,Expense,Food,2460.0,UPI,,Internet bill,2024,11,nov.,2024-11
T6462,U074,2021-11-28,Expense,Others,162.0,Card,,ATM withdrawal,2021,11,nov.,2021-11
T10210,U022,2021-06-15,Expense,Utilities,8244.0,UPI,pune,Restaurant dinner,2021,6,jun.,2021-06
T11562,U137,2021-02-15,Expense,Rent,37834.0,Crd,hyderabad,Gym membership,2021,2,feb.,2021-02
T13588,U131,2021-09-25,Expense,Rent,1370.0,Crd,DELHI,Lunch,2021,9,sep.,2021-09
T4848,U006,2023-01-12,Expense,Travel,7548.0,Card,Pune,Internet bill,2023,1,ene.,2023-01
T7065,U131,2022-04-30,Expense,Food,2707.0,UPI,Pune,asdfgh,2022,4,abr.,2022-04
T1467,U108,2023-07-14,Expense,Education,5675.0,Cash,Ahmedabad,Books,2023,7,jul.,2023-07
T0749,U088,2024-07-04,Expense,Food,4749.0,Bank Transfer,DEL,Uber ride,2024,7,jul.,2024-07
T5909,U062,2021-03-28,Expense,Rent,3859.0,UPI,Lucknow,Shopping,2021,3,mar.,2021-03
T2971,U138,2021-01-01,Expense,Rent,1575.0,Bank Transfer,LUC,Doctor consultation,2021,1,ene.,2021-01
T7018,U040,2022-03-31,Expense,Food,4530.0,Cash,DELHI,Books,2022,3,mar.,2022-03
T13418,U146,2022-04-20,Expense,Unknown,6139.0,Card,lucknow,Movie tickets,2022,4,abr.,2022-04
T11046,U130,2023-08-11,Expense,Utilities,3367.0,Cash,Chennai,Books,2023,8,ago.,2023-08
T0074,U039,2024-04-08,Income,Others,21104.0,UPI,jaipur,Online course,2024,4,abr.,2024-04
T12213,U067,2021-05-04,Expense,Health,2733.0,Bank_Transfer,CHE,...,2021,5,may.,2021-05
T8626,U100,2022-01-13,Expense,Health,3255.0,UPI,JAI,Coffee,2022,1,ene.,2022-01
T7735,U067,2021-10-30,Expense,Food,3445.0,UPI,AHM,Books,2021,10,oct.,2021-10
T13882,U148,2021-08-21,Expense,Travel,4137.0,Bank Transfer,MUMBAI,Coffee,2021,8,ago.,2021-08
T8915,U032,2022-09-03,Expense,Rent,16079.0,Cash,BAN,Books,2022,9,sep.,2022-09
T2500,U096,2022-12-18,Income,Salary,50892.0,UPI,Kolkata,Internet bill,2022,12,dic.,2022-12
T6289,U067,2023-01-30,Expense,Food,1103.0,Crd,BAN,Shopping,2023,1,ene.,2023-01
T7575,U005,2023-12-03,Expense,Rent,8164.0,Cash,AHMEDABAD,Books,2023,12,dic.,2023-12
T11079,U091,2022-03-25,Expense,Rent,2787.0,Card,Chennai,,2022,3,mar.,2022-03
T1772,U142,2024-09-18,Expense,Travel,2495.0,Crd,Chennai,ATM withdrawal,2024,9,sep.,2024-09
T10815,U120,2024-01-06,Expense,Travel,4964.0,UPI,LUCKNOW,asdfgh,2024,1,ene.,2024-01
T4528,U095,2023-06-23,Expense,Food,1056.0,UPI,DELHI,,2023,6,jun.,2023-06
T7188,U013,2024-03-01,Expense,Utilities,341.0,UPI,,Uber ride,2024,3,mar.,2024-03
T1842,U110,2021-07-07,Expense,Education,5294.0,Crd,DEL,...,2021,7,jul.,2021-07
T12586,U038,2023-04-15,Expense,Rent,1382.0,Bank Transfer,JAIPUR,,2023,4,abr.,2023-04
T12609,U003,2024-05-28,Expense,Utilities,8439.0,Card,AHM,Internet bill,2024,5,may.,2024-05
T0268,U022,2021-04-11,Expense,Rent,2236.0,Bank_Transfer,LUC,Internet bill,2021,4,abr.,2021-04
T5623,U058,2023-12-20,Expense,Food,3401.0,Unknown,PUNE,Online course,2023,12,dic.,2023-12
T3690,U036,2023-10-26,Expense,Rent,3255.0,Unknown,HYDERABAD,Shopping,2023,10,oct.,2023-10
T1585,U059,2023-05-18,Expense,Food,3157.0,Cash,AHM,Online course,2023,5,may.,2023-05
T8985,U122,2022-03-27,Expense,Utilities,7222.0,Banktransfer,mumbai,Shopping,2022,3,mar.,2022-03
T0641,U128,2024-11-29,Expense,Food,693.0,Crd,KOLKATA,,2024,11,nov.,2024-11
T12811,U011,2023-07-30,Expense,Utilities,9009.0,Cash,CHE,Lunch,2023,7,jul.,2023-07
T4274,U074,2022-08-26,Expense,Utilities,9818.0,Bank Transfer,CHE,Restaurant dinner,2022,8,ago.,2022-08
T1918,U124,2024-06-25,Expense,Savings,1948.0,Cash,LUC,ATM withdrawal,2024,6,jun.,2024-06
T5688,U077,2021-08-06,Expense,Entertainment,7217.0,Crd,Pune,Grocery shopping,2021,8,ago.,2021-08
T9291,U130,2022-11-19,Expense,Food,6196.0,Bank Transfer,JAIPUR,,2022,11,nov.,2022-11
T6114,U127,2021-06-09,Expense,Utilities,2951.0,UPI,DEL,Electricity bill,2021,6,jun.,2021-06
T5364,U004,2022-10-03,Expense,Rent,5540.0,Cash,hyderabad,Grocery shopping,2022,10,oct.,2022-10
T9103,U079,2024-01-20,Expense,Unknown,399.0,UPI,,Lunch,2024,1,ene.,2024-01
T11304,U072,2022-06-03,Expense,Entertainment,0.0,UPI,DELHI,EMI payment,2022,6,jun.,2022-06
T12658,U125,2021-11-16,Expense,Food,9015.0,Crd,kolkata,xyz123,2021,11,nov.,2021-11
T12557,U010,2023-02-03,Expense,Rent,6980.0,Cash,LUC,,2023,2,feb.,2023-02
T0001,U007,2022-05-17,Expense,Rent,32651.0,Cash,JAIPUR,!!!,2022,5,may.,2022-05
T8815,U050,2023-11-29,Expense,Food,8003.0,Cash,Ahmedabad,Medicine,2023,11,nov.,2023-11
T0829,U032,2023-12-20,Expense,Rent,7860.0,Bank Transfr,Delhi,test,2023,12,dic.,2023-12
T3420,U057,2022-11-02,Expense,Rent,12011.0,Cash,jaipur,Electricity bill,2022,11,nov.,2022-11
T5314,U018,2022-11-03,Income,Bonus,363983.0,UPI,Jaipur,Fixed deposit,2022,11,nov.,2022-11
T1149,U052,2021-07-04,Expense,Education,3468.0,Cash,LUC,Coffee,2021,7,jul.,2021-07
T12351,U150,2021-10-15,Expense,Utilities,6569.0,UPI,JAI,xyz123,2021,10,oct.,2021-10
T4583,U060,2024-12-05,Expense,Utilities,8524.0,Cash,delhi,Petrol,2024,12,dic.,2024-12
T7289,U069,2023-06-22,Expense,Food,4767.0,Cash,CHENNAI,Restaurant dinner,2023,6,jun.,2023-06
T7110,U003,2024-03-20,Expense,Entertainment,2157.0,Card,JAI,,2024,3,mar.,2024-03
T4629,U019,2022-12-30,Expense,Entertainment,5279.0,Card,CHENNAI,Medicine,2022,12,dic.,2022-12
T4668,U041,2023-04-07,Expense,Entertainment,3989.0,Cash,Delhi,Doctor consultation,2023,4,abr.,2023-04
T4337,U126,2021-01-10,Expense,Entertainment,1131.0,Bank Transfer,chennai,ATM withdrawal,2021,1,ene.,2021-01
T11934,U019,2024-02-27,Expense,Entertainment,4453.0,Cash,Hyderabad,Uber ride,2024,2,feb.,2024-02
T1473,U009,2024-08-30,Expense,Health,4062.0,Crd,mumbai,test,2024,8,ago.,2024-08
T8030,U136,2021-02-14,Expense,Rent,5806.0,Crd,BANGALORE,Books,2021,2,feb.,2021-02
T6174,U045,2024-09-14,Expense,Rent,3834.0,Crd,,,2024,9,sep.,2024-09
T0734,U050,2023-10-30,Expense,Food,1723.0,Bank Transfer,bangalore,asdfgh,2023,10,oct.,2023-10
T12588,U001,2024-11-01,Expense,Food,1809.0,Cash,BAN,Electricity bill,2024,11,nov.,2024-11
T13133,U051,2021-05-08,Expense,Entertainment,-500.0,Crd,,Train ticket,2021,5,may.,2021-05
T8318,U036,2023-02-18,Expense,Rent,10604.0,Cash,KOL,Petrol,2023,2,feb.,2023-02
T1946,U130,2023-04-17,Expense,Utilities,2754.0,Bank_Transfer,BAN,Train ticket,2023,4,abr.,2023-04
T6482,U031,2024-06-27,Expense,Rent,7486.0,Card,CHE,,2024,6,jun.,2024-06
T11681,U031,2023-02-23,Expense,Education,3065.0,Card,Bangalore,Doctor consultation,2023,2,feb.,2023-02
T8499,U072,2021-07-18,Expense,Travel,8202.0,Card,DEL,test,2021,7,jul.,2021-07
T6739,U126,2021-11-29,Expense,Travel,7607.0,UPI,DELHI,Online course,2021,11,nov.,2021-11
T5144,U061,2024-01-08,Expense,Entertainment,1197.0,Cash,CHE,ATM withdrawal,2024,1,ene.,2024-01
T12286,U014,2022-08-01,Expense,Rent,333.0,Crd,KOL,Fixed deposit,2022,8,ago.,2022-08
T1191,U144,2021-11-30,Expense,Health,6707.0,Card,,,2021,11,nov.,2021-11
T0216,U078,2022-07-31,Expense,Travel,8840.0,UPI,HYD,Grocery shopping,2022,7,jul.,2022-07
T13894,U042,2024-07-30,Expense,Food,3878.0,Cash,PUN,Train ticket,2024,7,jul.,2024-07
T8023,U150,2023-03-08,Income,Investment,33062.0,Cash,Bangalore,Books,2023,3,mar.,2023-03
T4163,U038,2021-11-05,Expense,Travel,2766.0,Bank Transfer,JAI,,2021,11,nov.,2021-11
T5162,U008,2021-03-06,Expense,Education,9029.0,Cash,LUC,,2021,3,mar.,2021-03
T2327,U030,2022-10-18,Expense,Travel,3754.0,Cash,Pune,Restaurant dinner,2022,10,oct.,2022-10
T5654,U039,2021-03-29,Expense,Education,1492.0,UPI,Bangalore,Uber ride,2021,3,mar.,2021-03
T4507,U128,2021-10-25,Income,Bonus,11032.0,Card,DELHI,Restaurant dinner,2021,10,oct.,2021-10
T11595,U140,2024-01-12,Expense,Education,7019.0,Unknown,CHE,Medicine,2024,1,ene.,2024-01
T1787,U038,2024-05-13,Expense,Food,883.0,Cash,bangalore,Restaurant dinner,2024,5,may.,2024-05
T13476,U119,2021-06-04,Expense,Savings,7639.0,Bank_Transfer,,Restaurant dinner,2021,6,jun.,2021-06
T2094,U130,2023-07-14,Income,Salary,22327.0,Unknown,Pune,Online course,2023,7,jul.,2023-07
T8928,U027,2023-05-02,Expense,Education,8286.0,Bank Transfr,,!!!,2023,5,may.,2023-05
T1839,U007,2023-11-18,Expense,Others,8039.0,Cash,DELHI,EMI payment,2023,11,nov.,2023-11
T10741,U018,2022-10-13,Expense,Rent,22033.0,Card,,,2022,10,oct.,2022-10
T7174,U137,2022-03-26,Income,Others,38967.0,Bank_Transfer,AHM,xyz123,2022,3,mar.,2022-03
T13695,U039,2022-11-22,Expense,Entertainment,2506.0,Banktransfer,LUCKNOW,,2022,11,nov.,2022-11
T9790,U049,2022-03-13,Expense,Travel,7104.0,UPI,AHMEDABAD,Train ticket,2022,3,mar.,2022-03
T13572,U073,2024-01-19,Expense,Food,4364.0,Bank Transfer,CHE,misc,2024,1,ene.,2024-01
T5080,U111,2021-02-26,Expense,Food,3002.0,Cash,lucknow,,2021,2,feb.,2021-02
T10627,U139,2024-01-19,Expense,Education,8082.0,Bank Transfer,lucknow,Internet bill,2024,1,ene.,2024-01
T11008,U109,2024-05-03,Expense,Travel,6963.0,Cash,kolkata,Coffee,2024,5,may.,2024-05
T10381,U140,2023-06-26,Expense,Entertainment,9685.0,Unknown,,misc,2023,6,jun.,2023-06
T11128,U124,2023-02-18,Expense,Utilities,9392.0,UPI,AHM,test,2023,2,feb.,2023-02
T9012,U142,2022-08-03,Expense,Unknown,2764.0,Card,ahmedabad,Petrol,2022,8,ago.,2022-08
T13086,U039,2021-01-22,Expense,Entertainment,2163.0,Cash,KOL,Books,2021,1,ene.,2021-01
T4625,U131,2024-07-15,Expense,Rent,-500.0,UPI,MUM,Doctor consultation,2024,7,jul.,2024-07
T7229,U101,2021-09-01,Income,Salary,15931.0,Bank Transfr,CHENNAI,Fixed deposit,2021,9,sep.,2021-09
T0116,U143,2023-03-07,Expense,Rent,1614.0,Bank_Transfer,Delhi,Medicine,2023,3,mar.,2023-03
T5458,U013,2023-05-26,Expense,Rent,13530.0,Crd,BAN,ATM withdrawal,2023,5,may.,2023-05
T3547,U150,2022-04-15,Expense,Rent,7047.0,Cash,Hyderabad,test,2022,4,abr.,2022-04
T8424,U056,2024-06-01,Expense,Food,4313.0,Unknown,Delhi,ATM withdrawal,2024,6,jun.,2024-06
T4887,U117,2023-08-20,Expense,Food,4577.0,Cash,Jaipur,Electricity bill,2023,8,ago.,2023-08
T8872,U032,2021-07-31,Expense,Rent,36727.0,Card,delhi,Gym membership,2021,7,jul.,2021-07
T6494,U138,2023-05-22,Expense,Rent,999999999.0,UPI,kolkata,Grocery shopping,2023,5,may.,2023-05
T4570,U094,2021-01-30,Expense,Rent,5009.0,Crd,HYD,Petrol,2021,1,ene.,2021-01
T3378,U001,2021-01-07,Expense,Food,4178.0,Crd,kolkata,,2021,1,ene.,2021-01
T5465,U042,2021-03-03,Expense,Entertainment,2717.0,UPI,Lucknow,xyz123,2021,3,mar.,2021-03
T13300,U072,2022-10-20,Expense,Food,1819.0,Cash,LUC,Movie tickets,2022,10,oct.,2022-10
T6394,U062,2022-09-22,Expense,Others,5393.0,Cash,ahmedabad,Doctor consultation,2022,9,sep.,2022-09
T10080,U076,2022-05-26,Expense,Food,3993.0,Unknown,MUM,asdfgh,2022,5,may.,2022-05
T2412,U040,2022-05-07,Expense,Food,273.0,Crd,BANGALORE,Coffee,2022,5,may.,2022-05
T12513,U095,2024-01-07,Expense,Utilities,999999.0,Cash,HYD,Lunch,2024,1,ene.,2024-01
T13320,U016,2024-07-25,Expense,Travel,6408.0,Card,lucknow,,2024,7,jul.,2024-07
T4415,U101,2024-06-05,Expense,Education,1554.0,Cash,lucknow,,2024,6,jun.,2024-06
T6155,U086,2021-04-28,Expense,Education,6434.0,Card,lucknow,Medicine,2021,4,abr.,2021-04
T12147,U102,2023-09-15,Income,Others,32223.0,Cash,jaipur,Shopping,2023,9,sep.,2023-09
T13998,U101,2021-12-02,Income,Bonus,22047.0,Crd,BANGALORE,EMI payment,2021,12,dic.,2021-12
T3584,U095,2021-06-30,Income,Freelance,45625.0,Bank Transfer,CHENNAI,EMI payment,2021,6,jun.,2021-06
T10417,U096,2021-02-19,Expense,Rent,38346.0,UPI,LUC,Lunch,2021,2,feb.,2021-02
T6736,U055,2023-07-14,Expense,Education,9945.0,Unknown,Delhi,,2023,7,jul.,2023-07
T5138,U074,2021-07-30,Expense,Entertainment,4406.0,Bank Transfer,delhi,Medicine,2021,7,jul.,2021-07
T3951,U126,2024-04-08,Expense,Rent,45300.0,Bank Transfer,Chennai,Grocery shopping,2024,4,abr.,2024-04
T9721,U136,2022-07-18,Expense,Rent,45429.0,Crd,HYD,Grocery shopping,2022,7,jul.,2022-07
T6226,U017,2023-02-17,Expense,Food,4169.0,UPI,Pune,Restaurant dinner,2023,2,feb.,2023-02
T13840,U067,2022-10-21,Expense,Utilities,2349.0,UPI,hyderabad,test,2022,10,oct.,2022-10
T13659,U030,2022-04-13,Expense,Education,2772.0,Crd,CHE,Electricity bill,2022,4,abr.,2022-04
T10468,U023,2022-12-20,Expense,Entertainment,8005.0,Card,Lucknow,,2022,12,dic.,2022-12
T3345,U089,2022-05-30,Expense,Utilities,9329.0,Cash,Hyderabad,misc,2022,5,may.,2022-05
T5492,U068,2022-01-05,Expense,Education,999999.0,Card,mumbai,Uber ride,2022,1,ene.,2022-01
T8996,U095,2024-02-26,Expense,Food,524.0,Crd,MUMBAI,test,2024,2,feb.,2024-02
T4146,U130,2021-07-06,Expense,Entertainment,8532.0,Crd,ahmedabad,Grocery shopping,2021,7,jul.,2021-07
T5065,U039,2022-05-11,Expense,Food,2470.0,Crd,DELHI,EMI payment,2022,5,may.,2022-05
T5022,U094,2023-07-22,Expense,Travel,3864.0,Cash,Jaipur,Train ticket,2023,7,jul.,2023-07
T12433,U064,2021-01-02,Expense,Utilities,677.0,UPI,,Medicine,2021,1,ene.,2021-01
T0872,U010,2023-01-16,Expense,Food,5470.0,Card,jaipur,Movie tickets,2023,1,ene.,2023-01
T13150,U009,2023-06-09,Expense,Rent,145.0,Bank Transfer,PUN,Books,2023,6,jun.,2023-06
T11555,U074,2024-03-25,Expense,Utilities,6242.0,UPI,,Restaurant dinner,2024,3,mar.,2024-03
T0318,U055,2024-04-29,Expense,Travel,6160.0,Cash,LUC,xyz123,2024,4,abr.,2024-04
T11241,U081,2022-12-29,Expense,Rent,48972.0,Card,Kolkata,asdfgh,2022,12,dic.,2022-12
T4620,U115,2024-11-01,Income,Unknown,59813.0,Banktransfer,Pune,Shopping,2024,11,nov.,2024-11
T3954,U074,2021-01-13,Expense,Food,6815.0,Cash,DELHI,,2021,1,ene.,2021-01
T10551,U028,2024-07-11,Expense,Travel,6515.0,Banktransfer,BANGALORE,test,2024,7,jul.,2024-07
T13504,U087,2021-02-24,Expense,Food,1417.0,UPI,pune,Grocery shopping,2021,2,feb.,2021-02
T8964,U139,2023-05-26,Expense,Entertainment,8529.0,Card,,Books,2023,5,may.,2023-05
T8132,U070,2024-07-04,Expense,Food,4092.0,Card,chennai,,2024,7,jul.,2024-07
T11355,U076,2021-12-29,Expense,Education,8305.0,Cash,PUN,Electricity bill,2021,12,dic.,2021-12
T12689,U010,2021-09-29,Income,Freelance,329642.0,UPI,KOLKATA,EMI payment,2021,9,sep.,2021-09
T12779,U041,2022-07-10,Expense,Savings,1082.0,UPI,BAN,Medicine,2022,7,jul.,2022-07
